run,id,phase,operation,parent_ids,hcv,scv,fitness,node_count,tree_depth,tree,canonical
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g0-i17,0,mutation,init-i3,29,4.249,127.465,12,4,(+ (+ a b) (if (> c h) (* d e) e)),(+ (+ a b) (if (< h c) (* d e) e))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g0-i18,0,crossover,init-i5|init-i15,13,4.091,57.278,12,4,(if (> f g) (+ (* e h) c) (- d b)),(if (< g f) (+ (* e h) c) (- d b))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g0-i19,0,crossover,init-i5|init-i15,3,4.541,18.165,9,4,(+ (/ (+ a b) c) (* f g)),(+ (* f g) (/ (+ a b) c))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g1-e0,1,elitism,g0-i19,3,4.541,18.165,9,4,(+ (/ (+ a b) c) (* f g)),(+ (* f g) (/ (+ a b) c))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g1-i1,1,crossover,g0-e0|g0-i19,11,4.995,59.942,10,4,(+ (* a b) (if (< c h) d e)),(+ (* a b) (if (< c h) d e))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g1-i2,1,crossover,g0-e0|g0-i19,6,4.634,32.437,9,4,(+ (/ (+ f g) h) (* a b)),(+ (* a b) (/ (+ f g) h))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g1-i3,1,crossover,g0-e0|g0-i19,9,4.796,47.956,10,4,(+ (* a b) (if (< c h) d e)),(+ (* a b) (if (< c h) d e))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g1-i4,1,crossover,g0-e0|g0-i19,10,4.774,52.511,9,4,(+ (/ (+ f g) h) (* a b)),(+ (* a b) (/ (+ f g) h))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g1-i5,1,crossover,g0-i14|g0-i19,33,4.228,143.757,10,3,(if (< e f) (+ a b) (* c d)),(if (< e f) (+ a b) (* c d))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g1-i6,1,crossover,g0-i14|g0-i19,11,4.735,56.815,9,4,(+ (* (/ a c) b) (/ f g)),(+ (* (/ a c) b) (/ f g))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g1-i7,1,mutation,g0-i19,23,4.736,113.670,14,4,(if (< a b) (+ (* c d) e) (+ (/ f g) h)),(if (< a b) (+ (* c d) e) (+ (/ f g) h))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g1-i8,1,crossover,g0-e0|g0-i14,12,4.420,57.460,9,4,(+ (+ a b) (* c (+ d e))),(+ (* (+ d e) c) (+ a b))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g1-i9,1,crossover,g0-e0|g0-i14,4,4.714,23.569,9,4,(+ (+ a b) (/ c (+ d e))),(+ (+ a b) (/ c (+ d e)))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g1-i10,1,mutation,g0-i1,8,4.652,41.870,14,4,(if (> e h) (+ (* c d) (* f g)) (+ a b)),(if (< h e) (+ (* c d) (* f g)) (+ a b))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g1-i11,1,mutation,g0-i2,12,5.251,68.264,10,3,(if (< c h) (* e g) (+ a b)),(if (< c h) (* e g) (+ a b))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g1-i12,1,crossover,g0-i5|g0-i19,6,5.094,35.658,7,3,(+ (* a b) (+ f g)),(+ (* a b) (+ f g))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g1-i13,1,crossover,g0-i18|g0-e0,32,2.861,94.422,12,4,(if (> c g) (+ (* e h) d) (- f b)),(if (< g c) (+ (* e h) d) (- f b))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g1-i14,1,crossover,g0-i18|g0-e0,14,4.743,71.147,10,4,(+ (+ a c) (if (> f h) e b)),(+ (+ a c) (if (< h f) e b))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g1-i15,1,mutation,g0-i19,22,4.143,95.279,14,4,(if (< a b) (+ (* c d) e) (+ (/ f g) h)),(if (< a b) (+ (* c d) e) (+ (/ f g) h))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g1-i16,1,crossover,g0-i7|g0-i10,7,4.656,37.248,12,4,(+ (+ a b) (if (> c g) d (+ f e))),(+ (+ a b) (if (< g c) d (+ e f)))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g1-i17,1,crossover,g0-i7|g0-i10,7,4.721,37.768,9,4,(+ (+ a b) (* f (/ c g))),(+ (* (/ c g) f) (+ a b))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g1-i18,1,crossover,g0-i19|g0-e0,8,4.938,44.442,7,3,(+ (* a b) (/ f g)),(+ (* a b) (/ f g))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g1-i19,1,crossover,g0-i19|g0-e0,3,5.061,20.245,10,3,(if (< c h) (+ a b) (* f g)),(if (< c h) (+ a b) (* f g))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g2-e0,2,elitism,g1-e0,3,4.541,18.165,9,4,(+ (/ (+ a b) c) (* f g)),(+ (* f g) (/ (+ a b) c))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g2-i1,2,mutation,g1-i9,9,4.797,47.974,9,4,(+ (* a b) (/ c (+ d e))),(+ (* a b) (/ c (+ d e)))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g2-i2,2,crossover,g1-i8|g1-e0,51,2.880,149.747,10,3,(if (< a b) (+ c d) (* e f)),(if (< a b) (+ c d) (* e f))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g2-i3,2,crossover,g1-i8|g1-e0,54,1.779,97.844,9,4,(+ (/ (+ g h) a) (- b c)),(+ (- b c) (/ (+ g h) a))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g2-i4,2,crossover,g1-i3|g1-e0,4,4.809,24.047,12,4,(+ (* (+ a b) f) (if (< c h) d e)),(+ (* (+ a b) f) (if (< c h) d e))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g2-i5,2,crossover,g1-i3|g1-e0,1,5.169,10.337,9,4,(+ (/ (* a b) c) (* f g)),(+ (* f g) (/ (* a b) c))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g2-i6,2,crossover,g1-i18|g1-i13,6,4.514,31.597,14,4,(if (> a b) (* (+ e f) g) (+ (* c d) h)),(if (< b a) (* (+ e f) g) (+ (* c d) h))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g2-i7,2,crossover,g1-i18|g1-i13,3,5.038,20.154,11,4,(+ (/ (+ a b) c) (* f (- g h))),(+ (* (- g h) f) (/ (+ a b) c))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g2-i8,2,mutation,g1-i16,20,4.311,90.525,12,4,(+ (+ a b) (if (> c g) d (* f e))),(+ (+ a b) (if (< g c) d (* e f)))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g2-i9,2,crossover,g1-i17|g1-i2,6,4.740,33.183,7,3,(+ (* a b) (/ f g)),(+ (* a b) (/ f g))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g2-i10,2,crossover,g1-i17|g1-i2,49,3.073,153.635,10,3,(if (< c h) (+ a f) (* b e)),(if (< c h) (+ a f) (* b e))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g2-i11,2,mutation,g1-i16,22,4.566,105.020,12,4,(+ (+ a b) (if (> c g) d (* f e))),(+ (+ a b) (if (< g c) d (* e f)))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g2-i12,2,crossover,g1-i12|g1-i2,6,4.718,33.028,7,4,(+ (* (+ a b) f) g),(+ (* (+ a b) f) g)
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g2-i13,2,crossover,g1-i12|g1-i2,19,4.878,97.550,12,4,(if (< (+ a b) c) (* f g) (+ f g)),(if (< (+ a b) c) (* f g) (+ f g))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g2-i14,2,crossover,g1-e0|g1-i2,8,4.808,43.268,9,4,(+ (* a b) (/ (+ c d) e)),(+ (* a b) (/ (+ c d) e))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g2-i15,2,crossover,g1-e0|g1-i2,13,4.555,63.764,14,4,(if (< f g) (+ a (* b c)) (/ (+ d e) h)),(if (< f g) (+ (* b c) a) (/ (+ d e) h))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g2-i16,2,crossover,g1-i19|g1-i19,3,4.843,19.371,10,3,(if (< c h) (* a b) (+ f g)),(if (< c h) (* a b) (+ f g))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g2-i17,2,mutation,g1-i16,6,4.671,32.698,14,4,(+ (+ a b) (if (> c g) (* d e) (+ f e))),(+ (+ a b) (if (< g c) (* d e) (+ e f)))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g2-i18,2,crossover,g1-i3|g1-i10,12,4.736,61.563,12,4,(if (< c h) (+ (* a b) d) (+ e f)),(if (< c h) (+ (* a b) d) (+ e f))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g2-i19,2,crossover,g1-i3|g1-i10,6,4.616,32.312,12,4,(+ (* (+ a b) c) (if (> e h) f g)),(+ (* (+ a b) c) (if (< h e) f g))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g3-e0,3,elitism,g2-i5,1,5.169,10.337,9,4,(+ (/ (* a b) c) (* f g)),(+ (* f g) (/ (* a b) c))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g3-i1,3,crossover,g2-i5|g2-i16,4,4.885,24.427,16,4,(if (< c h) (+ (* a b) (/ f g)) (* (+ a b) c)),(if (< c h) (+ (* a b) (/ f g)) (* (+ a b) c))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g3-i2,3,crossover,g2-i5|g2-i16,12,4.575,59.478,12,4,(+ (* (/ a b) c) (if (> f g) h e)),(+ (* (/ a b) c) (if (< g f) h e))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g3-i3,3,mutation,g2-i5,1,4.845,9.691,14,4,(if (< a b) (* (+ a b) c) (+ (* f g) h)),(if (< a b) (* (+ a b) c) (+ (* f g) h))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g3-i4,3,crossover,g2-i5|g2-i9,4,4.832,24.158,7,3,(+ (* a f) (/ b g)),(+ (* a f) (/ b g))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g3-i5,3,crossover,g2-i5|g2-i9,4,4.797,23.986,9,4,(+ (/ (* c d) e) (* f g)),(+ (* f g) (/ (* c d) e))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g3-i6,3,crossover,g2-i6|g2-i14,32,4.252,140.306,14,4,(if (< a b) (+ (* e f) g) (* (+ c d) h)),(if (< a b) (+ (* e f) g) (* (+ c d) h))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g3-i7,3,crossover,g2-i6|g2-i14,20,4.761,99.981,9,4,(+ (/ (* a b) c) (- e f)),(+ (- e f) (/ (* a b) c))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g3-i8,3,mutation,g2-e0,20,4.698,98.653,14,4,(if (< a b) (+ (* c d) e) (+ (/ f g) h)),(if (< a b) (+ (* c d) e) (+ (/ f g) h))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g3-i9,3,crossover,g2-i6|g2-i16,12,4.687,60.926,14,4,(if (> e f) (+ (* a b) c) (* (+ g h) d)),(if (< f e) (+ (* a b) c) (* (+ g h) d))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g3-i10,3,crossover,g2-i6|g2-i16,40,3.214,131.755,14,4,(if (<= a h) (+ (* f g) b) (* (+ c d) e)),(if (<= a h) (+ (* f g) b) (* (+ c d) e))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g3-i11,3,crossover,g2-i16|g2-i12,12,4.489,58.351,12,4,(if (> f g) (+ (* a b) c) (- d e)),(if (< g f) (+ (* a b) c) (- d e))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g3-i12,3,crossover,g2-i16|g2-i12,8,4.872,43.845,10,4,(+ (if (< a b) f g) (* c h)),(+ (* c h) (if (< a b) f g))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g3-i13,3,mutation,g2-i16,7,5.029,40.235,12,4,(if (> e h) (+ (* a b) f) (/ c g)),(if (< h e) (+ (* a b) f) (/ c g))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g3-i14,3,crossover,g2-i4|g2-i7,5,4.713,28.276,10,4,(+ (* a f) (if (< b c) d e)),(+ (* a f) (if (< b c) d e))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g3-i15,3,crossover,g2-i4|g2-i7,13,4.804,67.261,11,4,(+ (/ (+ a b) f) (* c (- g h))),(+ (* (- g h) c) (/ (+ a b) f))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g3-i16,3,crossover,g2-i7|g2-i19,8,4.581,41.230,7,3,(+ (* a b) (+ f g)),(+ (* a b) (+ f g))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g3-i17,3,crossover,g2-e0|g2-e0,3,4.696,18.786,9,4,(+ (* a (+ b c)) (/ f g)),(+ (* (+ b c) a) (/ f g))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g3-i18,3,crossover,g2-e0|g2-e0,8,4.861,43.748,14,4,(if (< e h) (+ (* a b) c) (+ (/ f g) h)),(if (< e h) (+ (* a b) c) (+ (/ f g) h))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g3-i19,3,mutation,g2-i19,49,2.221,111.043,10,4,(if (> (+ a b) c) (* e f) g),(if (< c (+ a b)) (* e f) g)
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g4-e0,4,elitism,g3-i3,1,4.845,9.691,14,4,(if (< a b) (* (+ a b) c) (+ (* f g) h)),(if (< a b) (* (+ a b) c) (+ (* f g) h))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g4-i1,4,mutation,g3-i8,10,4.540,49.939,14,4,(if (> a b) (+ (* c d) e) (+ (/ f g) h)),(if (< b a) (+ (* c d) e) (+ (/ f g) h))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g4-i2,4,mutation,g3-i14,2,5.251,15.753,10,3,(if (> a d) (+ f g) (* b c)),(if (< d a) (+ f g) (* b c))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g4-i3,4,crossover,g3-i17|g3-e0,6,5.032,35.222,9,4,(+ (* a (+ b c)) (* f g)),(+ (* (+ b c) a) (* f g))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g4-i4,4,crossover,g3-i17|g3-e0,11,4.952,59.423,9,4,(+ (/ (* a b) c) (/ f g)),(+ (/ (* a b) c) (/ f g))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g4-i5,4,mutation,g3-i3,5,5.075,30.449,14,4,(if (> a b) (+ (* f g) h) (* (+ a b) c)),(if (< b a) (+ (* f g) h) (* (+ a b) c))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g4-i6,4,mutation,g3-i17,30,4.436,137.523,14,4,(if (< a b) (* (+ c d) e) (+ (/ f g) h)),(if (< a b) (* (+ c d) e) (+ (/ f g) h))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g4-i7,4,crossover,g3-i4|g3-i1,9,4.651,46.509,16,4,(if (< c h) (* (+ a b) c) (+ (* a f) (/ b g))),(if (< c h) (* (+ a b) c) (+ (* a f) (/ b g)))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g4-i8,4,crossover,g3-i4|g3-i1,3,4.961,19.843,9,4,(+ (* (+ a b) c) (/ f g)),(+ (* (+ a b) c) (/ f g))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g4-i9,4,crossover,g3-i17|g3-i18,4,4.806,24.030,14,4,(if (< e h) (* (+ a b) c) (+ (/ f g) h)),(if (< e h) (* (+ a b) c) (+ (/ f g) h))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g4-i10,4,crossover,g3-i16|g3-i1,11,5.220,62.642,16,4,(if (< c h) (+ (* a b) (* f g)) (* (+ a b) c)),(if (< c h) (+ (* a b) (* f g)) (* (+ a b) c))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g4-i11,4,crossover,g3-i16|g3-i1,12,4.919,63.941,14,4,(+ (* a b) (if (> f g) (+ c h) (/ f g))),(+ (* a b) (if (< g f) (+ c h) (/ f g)))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g4-i12,4,crossover,g3-i14|g3-i5,3,4.733,18.932,12,4,(+ (* (/ a e) f) (if (< b c) d g)),(+ (* (/ a e) f) (if (< b c) d g))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g4-i13,4,crossover,g3-i14|g3-i5,0,4.814,4.814,9,4,(+ (/ (* a b) e) (* f h)),(+ (* f h) (/ (* a b) e))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g4-i14,4,crossover,g3-i5|g3-i3,3,4.777,19.108,14,4,(if (< a b) (+ (* c d) e) (* (+ f g) h)),(if (< a b) (+ (* c d) e) (* (+ f g) h))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g4-i15,4,crossover,g3-i5|g3-i3,4,4.465,22.324,11,4,(+ (/ (* f g) h) (- (* c d) e)),(+ (- (* c d) e) (/ (* f g) h))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g4-i16,4,crossover,g3-i1|g3-e0,41,3.502,147.104,14,4,(if (< a d) (* (+ b c) f) (+ (/ g h) e)),(if (< a d) (* (+ b c) f) (+ (/ g h) e))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g4-i17,4,crossover,g3-i1|g3-e0,4,4.801,24.005,9,4,(+ (* (/ a c) b) (- f g)),(+ (* (/ a c) b) (- f g))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g4-i18,4,crossover,g3-i4|g3-i14,9,4.759,47.592,10,4,(+ (* a f) (if (< b c) d g)),(+ (* a f) (if (< b c) d g))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g4-i19,4,crossover,g3-i4|g3-i14,5,4.855,29.128,7,3,(+ (* a f) (/ b e)),(+ (* a f) (/ b e))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g5-e0,5,elitism,g4-i13,0,4.814,4.814,9,4,(+ (/ (* a b) e) (* f h)),(+ (* f h) (/ (* a b) e))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g5-i1,5,crossover,g4-i13|g4-i2,10,4.709,51.795,10,3,(if (< e h) (* a b) (+ f g)),(if (< e h) (* a b) (+ f g))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g5-i2,5,crossover,g4-i13|g4-i2,18,4.987,94.756,9,4,(+ (* (/ c d) e) (- f g)),(+ (* (/ c d) e) (- f g))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g5-i3,5,crossover,g4-i15|g4-i8,4,4.868,24.342,7,3,(+ (* a c) (/ f g)),(+ (* a c) (/ f g))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g5-i4,5,crossover,g4-i15|g4-i8,10,4.758,52.341,14,4,(if (< e h) (+ (* b d) g) (- (* c f) e)),(if (< e h) (+ (* b d) g) (- (* c f) e))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g5-i5,5,crossover,g4-i12|g4-e0,17,4.858,87.450,14,4,(if (< a b) (+ (* f g) h) (* (/ a e) f)),(if (< a b) (+ (* f g) h) (* (/ a e) f))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g5-i6,5,crossover,g4-i2|g4-i13,7,4.818,38.546,10,3,(if (< e d) (* f g) (+ b c)),(if (< e d) (* f g) (+ b c))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g5-i7,5,crossover,g4-i2|g4-i13,0,4.922,4.922,11,4,(+ (* (/ a e) b) (/ (* f h) g)),(+ (* (/ a e) b) (/ (* f h) g))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g5-i8,5,crossover,g4-i2|g4-i14,21,5.049,111.085,14,4,(if (< a b) (* (+ f g) h) (+ (* c d) e)),(if (< a b) (* (+ f g) h) (+ (* c d) e))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g5-i9,5,crossover,g4-i2|g4-i14,3,4.990,19.959,12,4,(if (> a d) (* (+ f g) h) (+ f g)),(if (< d a) (* (+ f g) h) (+ f g))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g5-i10,5,mutation,g4-i2,7,4.777,38.218,12,4,(if (< e h) (+ (* a b) c) (- f g)),(if (< e h) (+ (* a b) c) (- f g))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g5-i11,5,crossover,g4-i13|g4-i8,6,4.964,34.750,7,3,(+ (* a c) (/ f e)),(+ (* a c) (/ f e))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g5-i12,5,crossover,g4-i13|g4-i8,10,4.442,48.864,14,4,(if (< b g) (+ (* a f) e) (+ (/ c h) d)),(if (< b g) (+ (* a f) e) (+ (/ c h) d))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g5-i13,5,crossover,g4-i14|g4-i2,7,4.693,37.548,14,4,(if (< a b) (* (+ c d) e) (+ (* f g) h)),(if (< a b) (* (+ c d) e) (+ (* f g) h))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g5-i14,5,crossover,g4-i14|g4-i2,46,2.803,131.727,14,4,(if (> a d) (+ (* b c) f) (* g (+ e h))),(if (< d a) (+ (* b c) f) (* (+ e h) g))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g5-i15,5,mutation,g4-i19,5,4.806,28.837,9,4,(+ (* a (+ f c)) (/ b e)),(+ (* (+ c f) a) (/ b e))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g5-i16,5,mutation,g4-i17,13,4.597,64.362,10,3,(if (< a b) (* c d) (+ e f)),(if (< a b) (* c d) (+ e f))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g5-i17,5,mutation,g4-i2,26,4.111,111.005,10,3,(if (< a d) (+ f g) (* b c)),(if (< a d) (+ f g) (* b c))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g5-i18,5,crossover,g4-i2|g4-i2,11,4.519,54.232,10,3,(if (> f g) (+ a b) (* c d)),(if (< g f) (+ a b) (* c d))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g5-i19,5,crossover,g4-i2|g4-i2,38,3.167,123.505,10,3,(if (<= a d) (+ f g) (- b c)),(if (<= a d) (+ f g) (- b c))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g6-e0,6,elitism,g5-e0,0,4.814,4.814,9,4,(+ (/ (* a b) e) (* f h)),(+ (* f h) (/ (* a b) e))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g6-i1,6,crossover,g5-i3|g5-e0,1,4.766,9.533,9,4,(+ (* (/ a e) b) (/ f g)),(+ (* (/ a e) b) (/ f g))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g6-i2,6,crossover,g5-i3|g5-e0,50,2.798,142.705,14,4,(if (< (+ a b) c) (* f h) (+ (* d e) g)),(if (< (+ a b) c) (* f h) (+ (* d e) g))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g6-i3,6,mutation,g5-i15,25,5.192,134.986,14,4,(if (< a b) (* (+ f c) e) (+ (/ b e) a)),(if (< a b) (* (+ c f) e) (+ (/ b e) a))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g6-i4,6,crossover,g5-i3|g5-i9,6,4.878,34.148,16,4,(if (> a d) (* (+ f g) h) (+ (* a c) (/ f g))),(if (< d a) (* (+ f g) h) (+ (* a c) (/ f g)))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g6-i5,6,crossover,g5-i3|g5-i9,5,4.647,27.883,9,4,(+ (* (+ f g) h) (/ f g)),(+ (* (+ f g) h) (/ f g))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g6-i6,6,crossover,g5-i3|g5-i13,6,4.630,32.410,14,4,(if (< a b) (+ (* c d) e) (+ (* f g) h)),(if (< a b) (+ (* c d) e) (+ (* f g) h))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g6-i7,6,mutation,g5-e0,4,4.695,23.476,11,4,(+ (/ (* a b) e) (* f (+ g h))),(+ (* (+ g h) f) (/ (* a b) e))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g6-i8,6,crossover,g5-i3|g5-i9,8,4.621,41.585,16,4,(if (> a d) (* (+ f g) h) (+ (* a c) (/ f g))),(if (< d a) (* (+ f g) h) (+ (* a c) (/ f g)))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g6-i9,6,crossover,g5-i3|g5-i9,8,4.683,42.146,9,4,(+ (* (+ a b) d) (/ f g)),(+ (* (+ a b) d) (/ f g))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g6-i10,6,crossover,g5-i18|g5-i7,5,4.828,28.970,14,4,(if (< e g) (* (+ a b) c) (+ (* f h) d)),(if (< e g) (* (+ a b) c) (+ (* f h) d))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g6-i11,6,crossover,g5-i18|g5-i7,0,4.681,4.681,11,4,(+ (/ (+ a b) e) (* c (/ f g))),(+ (* (/ f g) c) (/ (+ a b) e))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g6-i12,6,crossover,g5-e0|g5-i1,9,5.086,50.855,14,4,(if (< e h) (+ (* a b) f) (* (+ a b) g)),(if (< e h) (+ (* a b) f) (* (+ a b) g))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g6-i13,6,crossover,g5-e0|g5-i1,2,4.845,14.535,9,4,(+ (* (/ a e) b) (- f g)),(+ (* (/ a e) b) (- f g))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g6-i14,6,mutation,g5-i9,4,5.098,25.492,14,4,(if (> a d) (* (+ f g) h) (+ f (* g h))),(if (< d a) (* (+ f g) h) (+ (* g h) f))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g6-i15,6,crossover,g5-e0|g5-i11,5,4.859,29.153,7,3,(+ (* a f) (/ b e)),(+ (* a f) (/ b e))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g6-i16,6,crossover,g5-e0|g5-i11,33,3.866,131.452,9,4,(+ (/ (* c f) h) (* a e)),(+ (* a e) (/ (* c f) h))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g6-i17,6,crossover,g5-e0|g5-i3,2,4.575,13.726,7,3,(+ (* a f) (/ b e)),(+ (* a f) (/ b e))
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,g6-i18,6,crossover,g5-e0|g5-i3,9,4.520,45.205,12,4,(if (< c g) (* a h) (+ f (/ d e))),(if (< c g) (* a h) (+ (/ d e) f))
