run,operation,phase,valid,failure_category,latency_seconds,prompt_tokens,completion_tokens,is_runaway
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,mutation,7,True,,0.435,878,26,False
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,mutation,7,True,,0.301,879,23,False
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,crossover,7,True,,0.546,956,41,False
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,mutation,7,True,,0.423,878,26,False
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,crossover,7,True,,0.537,965,39,False
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,crossover,7,True,,0.450,962,36,False
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,crossover,7,True,,0.460,965,44,False
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,mutation,7,True,,0.324,878,26,False
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,crossover,7,True,,0.447,966,42,False
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,crossover,8,True,,0.459,968,44,False
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,mutation,8,True,,0.460,880,28,False
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,crossover,8,True,,0.507,964,36,False
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,mutation,8,True,,0.424,882,22,False
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,crossover,8,False,depth_exceeded,0.684,970,60,False
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,crossover,8,True,,0.380,996,47,False
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,crossover,8,True,,0.376,962,26,False
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,mutation,8,True,,0.292,878,23,False
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,crossover,8,True,,0.536,966,43,False
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,mutation,8,True,,0.330,882,29,False
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,crossover,8,True,,0.494,968,38,False
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,crossover,8,True,,0.405,966,36,False
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,crossover,8,True,,0.434,964,36,False
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,crossover,9,True,,0.450,962,36,False
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,mutation,9,False,unchanged_parent,0.431,883,23,False
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,mutation,9,True,,0.211,910,23,False
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,crossover,9,True,,0.403,964,36,False
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,crossover,9,True,,0.403,964,36,False
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,mutation,9,False,depth_exceeded,0.470,882,33,False
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,mutation,9,True,,0.259,910,30,False
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,mutation,9,True,,0.333,887,28,False
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,mutation,9,False,runaway_unterminated_json,14.183,880,2048,False
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,mutation,9,True,,0.403,927,25,False
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,crossover,9,True,,0.600,971,52,False
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,crossover,9,False,depth_exceeded,0.570,966,58,False
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,crossover,9,True,,0.442,992,56,False
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,crossover,9,True,,0.459,971,42,False
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,crossover,9,True,,0.418,964,38,False
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,crossover,9,False,unchanged_parent,0.542,960,51,False
results/temperature/T_0.4/car-f-92-20260831T153114Z-seed1001,crossover,9,True,,0.269,987,31,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,initial,-1,True,,0.530,750,56,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,initial,-1,True,,0.381,750,46,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,initial,-1,True,,0.407,750,49,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,initial,-1,True,,0.378,750,46,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,initial,-1,True,,0.426,750,52,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,0,True,,0.544,963,42,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,0,True,,0.396,949,31,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,0,True,,0.378,958,31,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,0,True,,0.371,959,31,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,0,True,,0.432,954,35,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,mutation,0,True,,0.397,880,22,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,mutation,0,True,,0.187,880,22,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,mutation,0,True,,0.296,881,23,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,0,True,,0.475,960,31,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,0,True,,0.392,947,30,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,mutation,0,True,,0.322,881,23,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,0,True,,0.514,958,37,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,1,True,,0.476,964,47,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,1,True,,0.489,961,49,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,1,False,arity_or_parse,0.438,956,31,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,1,True,,0.261,981,31,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,mutation,1,True,,0.472,876,30,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,1,True,,0.519,961,37,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,mutation,1,True,,0.446,879,26,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,mutation,1,True,,0.297,883,23,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,1,True,,0.563,957,43,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,1,False,unchanged_parent,0.395,959,33,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,1,True,,0.325,986,39,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,mutation,1,False,depth_exceeded,0.511,879,36,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,mutation,1,True,,0.260,907,30,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,1,True,,0.569,961,45,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,1,True,,0.425,954,30,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,mutation,2,False,depth_exceeded,0.415,884,21,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,mutation,2,True,,0.178,912,18,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,2,True,,0.525,959,38,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,2,True,,0.548,979,55,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,2,False,unchanged_parent,0.445,967,41,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,2,True,,0.431,994,56,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,2,False,unchanged_parent,0.490,968,44,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,2,True,,0.366,995,44,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,2,True,,0.560,966,48,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,mutation,2,True,,0.307,879,26,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,2,True,,0.481,958,32,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,2,True,,0.464,963,39,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,2,True,,0.514,971,45,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,mutation,2,True,,0.262,878,20,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,mutation,2,True,,0.284,884,23,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,3,True,,0.632,976,49,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,3,True,,0.467,961,38,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,3,False,unchanged_parent,0.457,970,44,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,3,True,,0.410,997,51,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,3,True,,0.512,967,46,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,3,False,depth_exceeded,0.507,959,49,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,3,True,,0.292,985,35,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,mutation,3,False,depth_exceeded,0.416,879,20,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,mutation,3,True,,0.191,907,20,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,3,False,unchanged_parent,0.457,970,44,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,3,True,,0.357,997,43,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,3,True,,0.516,971,46,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,mutation,3,False,depth_exceeded,0.259,879,20,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,mutation,3,True,,0.193,907,20,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,mutation,3,False,unchanged_parent,0.317,883,26,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,mutation,3,True,,0.229,910,26,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,3,True,,0.375,962,35,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,mutation,3,True,,0.336,890,30,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,mutation,4,False,depth_exceeded,0.376,878,36,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,mutation,4,True,,0.233,906,26,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,mutation,4,True,,0.340,889,30,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,4,True,,0.449,961,31,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,4,True,,0.415,960,33,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,4,True,,0.497,972,44,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,4,False,runaway_unterminated_json,0.812,,,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,4,True,,0.405,1017,47,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,mutation,4,False,depth_exceeded,0.524,878,36,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,mutation,4,True,,0.230,906,26,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,4,True,,0.455,969,43,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,4,True,,0.489,965,44,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,mutation,4,True,,0.374,889,30,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,4,False,unchanged_parent,0.591,974,47,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,4,True,,0.367,1001,45,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,4,False,unchanged_parent,0.432,963,35,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,4,True,,0.294,990,35,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,5,True,,0.469,970,45,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,5,True,,0.473,967,42,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,5,True,,0.495,973,49,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,mutation,5,False,unchanged_parent,0.470,890,30,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,mutation,5,True,,0.256,917,30,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,5,True,,0.452,968,43,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,mutation,5,True,,0.458,887,28,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,5,True,,0.648,979,55,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,mutation,5,False,arity_or_parse,0.592,883,30,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,mutation,5,True,,0.212,912,23,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,5,True,,0.475,956,30,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,5,True,,0.530,973,48,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,mutation,5,True,,0.357,883,26,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,5,True,,0.613,968,51,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,mutation,6,True,,0.444,886,26,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,6,True,,0.590,975,47,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,6,True,,0.536,975,47,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,6,False,depth_exceeded,0.565,967,54,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,6,True,,0.377,993,47,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,6,True,,0.625,978,62,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,6,True,,0.511,975,49,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,6,False,depth_exceeded,0.554,966,53,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,6,True,,0.347,992,42,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,6,True,,0.490,972,46,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,mutation,6,True,,0.351,886,26,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,mutation,6,False,unchanged_parent,0.319,887,28,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,mutation,6,True,,0.245,914,28,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,6,False,unchanged_parent,0.597,978,51,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,6,True,,0.462,1005,58,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,mutation,6,True,,0.482,888,31,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,7,True,,0.614,981,53,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,7,True,,0.459,973,44,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,7,True,,0.540,976,52,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,mutation,7,True,,0.460,884,26,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,mutation,7,True,,0.330,889,28,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,7,True,,0.580,978,49,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,7,True,,0.527,971,47,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,mutation,7,False,unchanged_parent,0.463,888,28,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,mutation,7,True,,0.246,915,28,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,7,False,unchanged_parent,0.580,975,46,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,7,True,,0.444,1002,56,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,7,True,,0.519,981,53,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,mutation,7,True,,0.455,884,26,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,7,True,,0.644,977,54,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,8,True,,0.534,972,48,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,8,True,,0.499,976,49,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,mutation,8,False,unchanged_parent,0.448,889,30,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,mutation,8,True,,0.254,916,30,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,8,True,,0.593,973,44,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,mutation,8,True,,0.359,889,30,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,mutation,8,True,,0.285,884,23,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,mutation,8,True,,0.203,884,25,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,8,True,,0.541,971,44,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,8,True,,0.532,977,49,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,8,True,,0.492,974,44,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,8,True,,0.556,975,52,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,8,False,depth_exceeded,0.712,977,74,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,8,True,,0.360,1003,44,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,9,True,,0.527,972,48,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,mutation,9,False,unchanged_parent,0.442,886,25,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,mutation,9,True,,0.223,913,25,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,9,True,,0.586,974,49,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,9,True,,0.480,969,47,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,9,True,,0.460,969,44,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,9,True,,0.511,974,45,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,mutation,9,False,arity_or_parse,0.341,886,29,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,mutation,9,True,,0.261,916,30,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,9,True,,0.573,973,47,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,mutation,9,False,unchanged_parent,0.284,884,23,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,mutation,9,True,,0.231,911,26,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,mutation,9,False,unchanged_parent,0.211,884,23,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,mutation,9,True,,0.213,911,23,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,9,True,,0.596,973,49,False
results/temperature/T_0.6/car-f-92-20260831T162127Z-seed1001,crossover,9,True,,0.459,969,44,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,initial,-1,True,,0.527,750,53,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,initial,-1,True,,0.392,750,46,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,initial,-1,True,,0.396,750,49,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,initial,-1,True,,0.388,750,46,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,initial,-1,True,,0.407,750,52,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,0,True,,0.509,952,32,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,0,True,,0.417,954,31,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,0,True,,0.367,953,30,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,0,False,unchanged_parent,0.410,948,30,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,0,True,,0.276,975,32,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,0,False,arity_or_parse,0.408,954,26,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,0,True,,0.256,979,30,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,mutation,0,True,,0.359,875,14,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,mutation,0,True,,0.259,877,17,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,mutation,0,False,unchanged_parent,0.277,880,20,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,mutation,0,True,,0.222,907,25,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,0,True,,0.479,957,31,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,0,True,,0.456,956,39,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,mutation,0,False,arity_or_parse,0.496,875,30,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,mutation,0,True,,0.188,902,20,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,0,True,,0.536,958,44,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,mutation,1,True,,0.430,879,26,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,mutation,1,True,,0.303,880,25,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,1,True,,0.616,961,55,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,mutation,1,True,,0.425,879,23,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,1,True,,0.529,965,39,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,1,False,arity_or_parse,0.582,966,45,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,1,True,,0.339,993,40,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,1,True,,0.455,961,37,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,1,True,,0.483,961,43,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,1,True,,0.449,961,37,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,1,True,,0.456,960,37,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,1,True,,0.394,962,35,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,mutation,1,True,,0.281,879,23,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,mutation,2,True,,0.344,889,30,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,2,True,,0.643,971,55,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,2,True,,0.408,966,36,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,2,True,,0.474,962,41,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,2,True,,0.370,962,42,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,2,True,,0.449,964,38,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,mutation,2,False,unchanged_parent,0.408,880,20,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,mutation,2,True,,0.224,907,25,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,2,True,,0.498,959,35,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,2,True,,0.451,964,38,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,2,True,,0.465,963,41,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,mutation,2,False,depth_exceeded,0.517,879,36,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,mutation,2,True,,0.232,907,26,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,mutation,2,False,unchanged_parent,0.283,880,20,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,mutation,2,True,,0.208,907,23,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,mutation,3,True,,0.285,877,22,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,3,True,,0.522,963,38,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,3,True,,0.454,963,38,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,3,True,,0.479,965,47,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,3,True,,0.480,967,41,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,3,True,,0.496,961,43,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,3,True,,0.485,965,41,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,mutation,3,True,,0.414,885,25,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,3,True,,0.529,962,38,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,mutation,3,True,,0.452,883,26,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,3,True,,0.617,958,55,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,mutation,3,False,unchanged_parent,0.436,883,23,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,mutation,3,True,,0.209,910,23,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,mutation,4,True,,0.298,880,23,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,4,True,,0.555,970,42,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,mutation,4,False,unchanged_parent,0.298,880,20,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,mutation,4,True,,0.192,907,20,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,4,True,,0.433,961,41,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,mutation,4,True,,0.410,882,25,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,4,True,,0.552,973,46,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,4,True,,0.521,964,43,False
results/temperature/T_0.8/car-f-92-20260831T171116Z-seed1001,crossover,4,True,,0.443,962,37,False
